dataset,backbone,seed,method,situation,n_requests,n_users,macroCatMRR,microCatMRR,n_cats_supported,low_support
yelp,EASE,43,SIT,0,8479,5222,0.08360704862676671,0.36746163344201765,14,False
yelp,EASE,43,SIT,1,28293,11966,0.08564679826304468,0.7932405534939566,14,False
yelp,EASE,43,SIT,2,0,0,,,0,True
yelp,EASE,43,Steck-b,0,8479,5222,0.1591393564579231,0.4824085919983835,14,False
yelp,EASE,43,Steck-b,1,28293,11966,0.1277794705337608,0.7137462447843322,14,False
yelp,EASE,43,Steck-b,2,0,0,,,0,True
yelp,DeepFM,43,BASE,0,8479,5222,0.13704073939718056,0.6021073300783768,14,False
yelp,DeepFM,43,BASE,1,28293,11966,0.08620417165774433,0.7725261238936764,14,False
yelp,DeepFM,43,BASE,2,0,0,,,0,True
yelp,DeepFM,43,SIT,0,8479,5222,0.14551583915157942,0.5849715675223751,14,False
yelp,DeepFM,43,SIT,1,28293,11966,0.08571354695387913,0.7732856975696446,14,False
yelp,DeepFM,43,SIT,2,0,0,,,0,True
yelp,DeepFM,43,Steck-b,0,8479,5222,0.14156787264967316,0.5986839536276233,14,False
yelp,DeepFM,43,Steck-b,1,28293,11966,0.08655801295935286,0.7727084154372684,14,False
yelp,DeepFM,43,Steck-b,2,0,0,,,0,True
yelp,AFM,43,BASE,0,8479,5222,0.09305602070619194,0.6537496722298972,14,False
yelp,AFM,43,BASE,1,28293,11966,0.08972438344915537,0.781881616998048,14,False
yelp,AFM,43,BASE,2,0,0,,,0,True
yelp,AFM,43,SIT,0,8479,5222,0.09627302237750876,0.6499499754443173,14,False
yelp,AFM,43,SIT,1,28293,11966,0.08948424634200848,0.7822799582452347,14,False
yelp,AFM,43,SIT,2,0,0,,,0,True
yelp,AFM,43,Steck-b,0,8479,5222,0.09562206379061747,0.6538080103839591,14,False
yelp,AFM,43,Steck-b,1,28293,11966,0.09000351261979948,0.783593386694803,14,False
yelp,AFM,43,Steck-b,2,0,0,,,0,True
yelp,FPMC,43,BASE,0,8479,5222,0.15428497299487157,0.62119939556201,14,False
yelp,FPMC,43,BASE,1,28293,11966,0.113990200521198,0.7665069662999326,14,False
yelp,FPMC,43,BASE,2,0,0,,,0,True
yelp,FPMC,43,SIT,0,8479,5222,0.16384938976744884,0.6067051849370313,14,False
yelp,FPMC,43,SIT,1,28293,11966,0.11301313576544658,0.7675481174719736,14,False
yelp,FPMC,43,SIT,2,0,0,,,0,True
yelp,FPMC,43,Steck-b,0,8479,5222,0.15931818496701708,0.6203850916432962,14,False
yelp,FPMC,43,Steck-b,1,28293,11966,0.11513529866871566,0.7668997519758324,14,False
yelp,FPMC,43,Steck-b,2,0,0,,,0,True
yelp,SASRec,43,BASE,0,8479,5222,0.1841264738832503,0.5489406629045417,14,False
yelp,SASRec,43,BASE,1,28293,11966,0.10901043043720804,0.765955013505262,14,False
yelp,SASRec,43,BASE,2,0,0,,,0,True
yelp,SASRec,43,SIT,0,8479,5222,0.19113096520095665,0.525845374225236,14,False
yelp,SASRec,43,SIT,1,28293,11966,0.10977272358706136,0.7843165138994604,14,False
yelp,SASRec,43,SIT,2,0,0,,,0,True
yelp,SASRec,43,Steck-b,0,8479,5222,0.18952808142345437,0.552531350261396,14,False
yelp,SASRec,43,Steck-b,1,28293,11966,0.11190434128541568,0.7787169128048547,14,False
yelp,SASRec,43,Steck-b,2,0,0,,,0,True
yelp,B_blind,44,BASE,0,28293,11966,0.10131737458949057,0.7785152523009905,14,False
yelp,B_blind,44,BASE,1,3837,2786,0.11456014959901796,0.6524418977628963,13,False
yelp,B_blind,44,BASE,2,4642,3222,0.10363051173159618,0.6398251660887334,14,False
yelp,B_blind,44,SIT,0,28293,11966,0.09048355212584105,0.7871768936134634,14,False
yelp,B_blind,44,SIT,1,3837,2786,0.12675349379587783,0.6402747193111666,13,False
yelp,B_blind,44,SIT,2,4642,3222,0.1192970836280172,0.6295687607600359,14,False
yelp,B_blind,44,Steck-b,0,28293,11966,0.10460193214872272,0.7783807769505051,14,False
yelp,B_blind,44,Steck-b,1,3837,2786,0.1159483885474467,0.6519890684330782,13,False
yelp,B_blind,44,Steck-b,2,4642,3222,0.10660475702572215,0.6398577157817648,14,False
yelp,B_full,44,BASE,0,28293,11966,0.07792444356120747,0.793562022635084,14,False
yelp,B_full,44,BASE,1,3837,2786,0.15585698626297648,0.5984859158015311,13,False
yelp,B_full,44,BASE,2,4642,3222,0.14638036807344487,0.6264522717772542,14,False
yelp,B_full,44,SIT,0,28293,11966,0.0769944959296377,0.7935225790883906,14,False
yelp,B_full,44,SIT,1,3837,2786,0.15907358571840552,0.5915306606627709,13,False
yelp,B_full,44,SIT,2,4642,3222,0.1518869726200923,0.6231103587893557,14,False
yelp,B_full,44,Steck-b,0,28293,11966,0.07866687749376944,0.7935196849156577,14,False
yelp,B_full,44,Steck-b,1,3837,2786,0.1566019446556897,0.5957903495501501,13,False
yelp,B_full,44,Steck-b,2,4642,3222,0.14929402588463425,0.6250063404846993,14,False
yelp,EASE,44,BASE,0,28293,11966,0.09203989588799785,0.7923340648238573,14,False
yelp,EASE,44,BASE,1,3837,2786,0.10309325866088628,0.6675525340833838,13,False
yelp,EASE,44,BASE,2,4642,3222,0.09708952778328968,0.6567810873401412,14,False
yelp,EASE,44,SIT,0,28293,11966,0.0772906929828153,0.7936920139420178,14,False
yelp,EASE,44,SIT,1,3837,2786,0.10998111463175111,0.535520512578979,13,False
yelp,EASE,44,SIT,2,4642,3222,0.10773318732382973,0.5234751638914382,14,False
yelp,EASE,44,Steck-b,0,28293,11966,0.13897582416479348,0.6174928647174309,14,False
yelp,EASE,44,Steck-b,1,3837,2786,0.15010120814672415,0.5662642727258502,13,False
yelp,EASE,44,Steck-b,2,4642,3222,0.13610851057857015,0.55923325066698,14,False
yelp,DeepFM,44,BASE,0,28293,11966,0.08620417165774433,0.7725261238936764,14,False
yelp,DeepFM,44,BASE,1,3837,2786,0.12858788004450117,0.6059354560873047,13,False
yelp,DeepFM,44,BASE,2,4642,3222,0.14148253606457933,0.5989430647840519,14,False
yelp,DeepFM,44,SIT,0,28293,11966,0.08378851364189073,0.7792263242428783,14,False
yelp,DeepFM,44,SIT,1,3837,2786,0.13382520111612425,0.5897976306550633,13,False
yelp,DeepFM,44,SIT,2,4642,3222,0.1506430637502665,0.5786307410802615,14,False
yelp,DeepFM,44,Steck-b,0,28293,11966,0.08710623156183532,0.7721896856988938,14,False
yelp,DeepFM,44,Steck-b,1,3837,2786,0.13009165758430005,0.6039578786121533,13,False
yelp,DeepFM,44,Steck-b,2,4642,3222,0.14362194332990477,0.5981413257167976,14,False
yelp,AFM,44,BASE,0,28293,11966,0.08972438344915537,0.781881616998048,14,False
yelp,AFM,44,BASE,1,3837,2786,0.09825631025096965,0.660877362524051,13,False
yelp,AFM,44,BASE,2,4642,3222,0.09468311645894568,0.6478580419716748,14,False
yelp,AFM,44,SIT,0,28293,11966,0.0842866672048629,0.7896851805111053,14,False
yelp,AFM,44,SIT,1,3837,2786,0.10472493731398612,0.6376817065671252,13,False
yelp,AFM,44,SIT,2,4642,3222,0.10570571627580874,0.6377181235418318,14,False
yelp,AFM,44,Steck-b,0,28293,11966,0.09000351261979948,0.783593386694803,14,False
yelp,AFM,44,Steck-b,1,3837,2786,0.09863631071785219,0.6612210893195153,13,False
yelp,AFM,44,Steck-b,2,4642,3222,0.09520162307186396,0.6487391461389304,14,False
yelp,FPMC,44,BASE,0,28293,11966,0.113990200521198,0.7665069662999326,14,False
yelp,FPMC,44,BASE,1,3837,2786,0.15471177412514028,0.6216510462459702,13,False
yelp,FPMC,44,BASE,2,4642,3222,0.15455962812680393,0.6208260686179436,14,False
yelp,FPMC,44,SIT,0,28293,11966,0.10597395442132118,0.7739387745147519,14,False
yelp,FPMC,44,SIT,1,3837,2786,0.1642410841638927,0.6069433954859573,13,False
yelp,FPMC,44,SIT,2,4642,3222,0.16386080562071678,0.6072496760461332,14,False
yelp,FPMC,44,Steck-b,0,28293,11966,0.11649353020576061,0.7670553836314488,14,False
yelp,FPMC,44,Steck-b,1,3837,2786,0.15661000947724346,0.6216857156682012,13,False
yelp,FPMC,44,Steck-b,2,4642,3222,0.15707917527280316,0.6203206784648582,14,False
yelp,SASRec,44,BASE,0,28293,11966,0.10901043043720804,0.765955013505262,14,False
yelp,SASRec,44,BASE,1,3837,2786,0.17428837278852466,0.5497031747123982,13,False
yelp,SASRec,44,BASE,2,4642,3222,0.18839977544672679,0.5483103833253204,14,False
yelp,SASRec,44,SIT,0,28293,11966,0.10518947598535243,0.7879402087676858,14,False
yelp,SASRec,44,SIT,1,3837,2786,0.1800256252833385,0.5260688632613837,13,False
yelp,SASRec,44,SIT,2,4642,3222,0.1951073821695133,0.5246198178912991,14,False
yelp,SASRec,44,Steck-b,0,28293,11966,0.1134705543858656,0.7782505219529321,14,False
yelp,SASRec,44,Steck-b,1,3837,2786,0.17666674340597657,0.5549204743010916,13,False
yelp,SASRec,44,Steck-b,2,4642,3222,0.19123771508147916,0.5532759826053208,14,False
yelp,B_blind,45,BASE,0,28293,11966,0.10131737458949057,0.7785152523009905,14,False
yelp,B_blind,45,BASE,1,8479,5222,0.10628453897965347,0.6455346128906869,14,False
yelp,B_blind,45,BASE,2,0,0,,,0,True
yelp,B_blind,45,SIT,0,28293,11966,0.10085743757082143,0.7788651435938,14,False
yelp,B_blind,45,SIT,1,8479,5222,0.11161905663774944,0.6421263279245594,14,False
yelp,B_blind,45,SIT,2,0,0,,,0,True
yelp,B_blind,45,Steck-b,0,28293,11966,0.1027814069467106,0.7783795971117285,14,False
yelp,B_blind,45,Steck-b,1,8479,5222,0.10996334158626454,0.6450042173063527,14,False
yelp,B_blind,45,Steck-b,2,0,0,,,0,True
yelp,B_full,45,BASE,0,28293,11966,0.07899802301538242,0.7939832474661129,14,False
yelp,B_full,45,BASE,1,8479,5222,0.15015701084895627,0.6080065429158271,14,False
yelp,B_full,45,BASE,2,0,0,,,0,True
yelp,B_full,45,SIT,0,28293,11966,0.07880250110550967,0.7940288272976678,14,False
yelp,B_full,45,SIT,1,8479,5222,0.15657128223843467,0.5953087934908391,14,False
yelp,B_full,45,SIT,2,0,0,,,0,True
yelp,B_full,45,Steck-b,0,28293,11966,0.07930487823918353,0.7939766941502417,14,False
yelp,B_full,45,Steck-b,1,8479,5222,0.15455809583761468,0.6058537170473937,14,False
yelp,B_full,45,Steck-b,2,0,0,,,0,True
yelp,EASE,45,BASE,0,28293,11966,0.09203989588799785,0.7923340648238573,14,False
yelp,EASE,45,BASE,1,8479,5222,0.09750046365182659,0.6616554877592733,14,False
yelp,EASE,45,BASE,2,0,0,,,0,True
yelp,EASE,45,SIT,0,28293,11966,0.08564679826304468,0.7932405534939566,14,False
yelp,EASE,45,SIT,1,8479,5222,0.08360704862676671,0.36746163344201765,14,False
yelp,EASE,45,SIT,2,0,0,,,0,True
yelp,EASE,45,Steck-b,0,28293,11966,0.1277794705337608,0.7137462447843322,14,False
yelp,EASE,45,Steck-b,1,8479,5222,0.1591393564579231,0.4824085919983835,14,False
yelp,EASE,45,Steck-b,2,0,0,,,0,True
yelp,DeepFM,45,BASE,0,28293,11966,0.08620417165774433,0.7725261238936764,14,False
yelp,DeepFM,45,BASE,1,8479,5222,0.13704073939718056,0.6021073300783768,14,False
yelp,DeepFM,45,BASE,2,0,0,,,0,True
yelp,DeepFM,45,SIT,0,28293,11966,0.08571354695387913,0.7732856975696446,14,False
yelp,DeepFM,45,SIT,1,8479,5222,0.14551583915157942,0.5849715675223751,14,False
yelp,DeepFM,45,SIT,2,0,0,,,0,True
yelp,DeepFM,45,Steck-b,0,28293,11966,0.08655801295935286,0.7727084154372684,14,False
yelp,DeepFM,45,Steck-b,1,8479,5222,0.14156787264967316,0.5986839536276233,14,False
yelp,DeepFM,45,Steck-b,2,0,0,,,0,True
yelp,AFM,45,BASE,0,28293,11966,0.08972438344915537,0.781881616998048,14,False
yelp,AFM,45,BASE,1,8479,5222,0.09305602070619194,0.6537496722298972,14,False
yelp,AFM,45,BASE,2,0,0,,,0,True
yelp,AFM,45,SIT,0,28293,11966,0.08948424634200848,0.7822799582452347,14,False
yelp,AFM,45,SIT,1,8479,5222,0.09627302237750876,0.6499499754443173,14,False
yelp,AFM,45,SIT,2,0,0,,,0,True
yelp,AFM,45,Steck-b,0,28293,11966,0.09000351261979948,0.783593386694803,14,False
yelp,AFM,45,Steck-b,1,8479,5222,0.09562206379061747,0.6538080103839591,14,False
yelp,AFM,45,Steck-b,2,0,0,,,0,True
yelp,FPMC,45,BASE,0,28293,11966,0.113990200521198,0.7665069662999326,14,False
yelp,FPMC,45,BASE,1,8479,5222,0.15428497299487157,0.62119939556201,14,False
yelp,FPMC,45,BASE,2,0,0,,,0,True
yelp,FPMC,45,SIT,0,28293,11966,0.11301313576544658,0.7675481174719736,14,False
yelp,FPMC,45,SIT,1,8479,5222,0.16384938976744884,0.6067051849370313,14,False
yelp,FPMC,45,SIT,2,0,0,,,0,True
yelp,FPMC,45,Steck-b,0,28293,11966,0.11513529866871566,0.7668997519758324,14,False
yelp,FPMC,45,Steck-b,1,8479,5222,0.15931818496701708,0.6203850916432962,14,False
yelp,FPMC,45,Steck-b,2,0,0,,,0,True
yelp,SASRec,45,BASE,0,28293,11966,0.10901043043720804,0.765955013505262,14,False
yelp,SASRec,45,BASE,1,8479,5222,0.1841264738832503,0.5489406629045417,14,False
yelp,SASRec,45,BASE,2,0,0,,,0,True
yelp,SASRec,45,SIT,0,28293,11966,0.10977272358706136,0.7843165138994604,14,False
yelp,SASRec,45,SIT,1,8479,5222,0.19113096520095665,0.525845374225236,14,False
yelp,SASRec,45,SIT,2,0,0,,,0,True
yelp,SASRec,45,Steck-b,0,28293,11966,0.11190434128541568,0.7787169128048547,14,False
yelp,SASRec,45,Steck-b,1,8479,5222,0.18952808142345437,0.552531350261396,14,False
yelp,SASRec,45,Steck-b,2,0,0,,,0,True
yelp,B_blind,46,BASE,0,28293,11966,0.10131737458949057,0.7785152523009905,14,False
yelp,B_blind,46,BASE,1,8479,5222,0.10628453897965347,0.6455346128906869,14,False
yelp,B_blind,46,BASE,2,0,0,,,0,True
yelp,B_blind,46,SIT,0,28293,11966,0.10085743757082143,0.7788651435938,14,False
yelp,B_blind,46,SIT,1,8479,5222,0.11161905663774944,0.6421263279245594,14,False
yelp,B_blind,46,SIT,2,0,0,,,0,True
yelp,B_blind,46,Steck-b,0,28293,11966,0.1027814069467106,0.7783795971117285,14,False
yelp,B_blind,46,Steck-b,1,8479,5222,0.10996334158626454,0.6450042173063527,14,False
yelp,B_blind,46,Steck-b,2,0,0,,,0,True
yelp,B_full,46,BASE,0,28293,11966,0.08011006169877012,0.7916862884401638,14,False
yelp,B_full,46,BASE,1,8479,5222,0.15162548368012094,0.5954544482545641,14,False
yelp,B_full,46,BASE,2,0,0,,,0,True
yelp,B_full,46,SIT,0,28293,11966,0.07991382454614834,0.7918103898118387,14,False
yelp,B_full,46,SIT,1,8479,5222,0.1601992616985136,0.5839238301949764,14,False
yelp,B_full,46,SIT,2,0,0,,,0,True
yelp,B_full,46,Steck-b,0,28293,11966,0.08061386434920462,0.7915878197466681,14,False
yelp,B_full,46,Steck-b,1,8479,5222,0.15707510639216077,0.5931290397166755,14,False
yelp,B_full,46,Steck-b,2,0,0,,,0,True
yelp,EASE,46,BASE,0,28293,11966,0.09203989588799785,0.7923340648238573,14,False
yelp,EASE,46,BASE,1,8479,5222,0.09750046365182659,0.6616554877592733,14,False
yelp,EASE,46,BASE,2,0,0,,,0,True
yelp,EASE,46,SIT,0,28293,11966,0.08564679826304468,0.7932405534939566,14,False
yelp,EASE,46,SIT,1,8479,5222,0.08360704862676671,0.36746163344201765,14,False
yelp,EASE,46,SIT,2,0,0,,,0,True
yelp,EASE,46,Steck-b,0,28293,11966,0.1277794705337608,0.7137462447843322,14,False
yelp,EASE,46,Steck-b,1,8479,5222,0.1591393564579231,0.4824085919983835,14,False
yelp,EASE,46,Steck-b,2,0,0,,,0,True
yelp,DeepFM,46,BASE,0,28293,11966,0.08620417165774433,0.7725261238936764,14,False
yelp,DeepFM,46,BASE,1,8479,5222,0.13704073939718056,0.6021073300783768,14,False
yelp,DeepFM,46,BASE,2,0,0,,,0,True
yelp,DeepFM,46,SIT,0,28293,11966,0.08571354695387913,0.7732856975696446,14,False
yelp,DeepFM,46,SIT,1,8479,5222,0.14551583915157942,0.5849715675223751,14,False
yelp,DeepFM,46,SIT,2,0,0,,,0,True
yelp,DeepFM,46,Steck-b,0,28293,11966,0.08655801295935286,0.7727084154372684,14,False
yelp,DeepFM,46,Steck-b,1,8479,5222,0.14156787264967316,0.5986839536276233,14,False
yelp,DeepFM,46,Steck-b,2,0,0,,,0,True
yelp,AFM,46,BASE,0,28293,11966,0.08972438344915537,0.781881616998048,14,False
yelp,AFM,46,BASE,1,8479,5222,0.09305602070619194,0.6537496722298972,14,False
yelp,AFM,46,BASE,2,0,0,,,0,True
yelp,AFM,46,SIT,0,28293,11966,0.08948424634200848,0.7822799582452347,14,False
yelp,AFM,46,SIT,1,8479,5222,0.09627302237750876,0.6499499754443173,14,False
yelp,AFM,46,SIT,2,0,0,,,0,True
yelp,AFM,46,Steck-b,0,28293,11966,0.09000351261979948,0.783593386694803,14,False
yelp,AFM,46,Steck-b,1,8479,5222,0.09562206379061747,0.6538080103839591,14,False
yelp,AFM,46,Steck-b,2,0,0,,,0,True
yelp,FPMC,46,BASE,0,28293,11966,0.113990200521198,0.7665069662999326,14,False
yelp,FPMC,46,BASE,1,8479,5222,0.15428497299487157,0.62119939556201,14,False
yelp,FPMC,46,BASE,2,0,0,,,0,True
yelp,FPMC,46,SIT,0,28293,11966,0.11301313576544658,0.7675481174719736,14,False
yelp,FPMC,46,SIT,1,8479,5222,0.16384938976744884,0.6067051849370313,14,False
yelp,FPMC,46,SIT,2,0,0,,,0,True
yelp,FPMC,46,Steck-b,0,28293,11966,0.11513529866871566,0.7668997519758324,14,False
yelp,FPMC,46,Steck-b,1,8479,5222,0.15931818496701708,0.6203850916432962,14,False
yelp,FPMC,46,Steck-b,2,0,0,,,0,True
yelp,SASRec,46,BASE,0,28293,11966,0.10901043043720804,0.765955013505262,14,False
yelp,SASRec,46,BASE,1,8479,5222,0.1841264738832503,0.5489406629045417,14,False
yelp,SASRec,46,BASE,2,0,0,,,0,True
yelp,SASRec,46,SIT,0,28293,11966,0.10977272358706136,0.7843165138994604,14,False
yelp,SASRec,46,SIT,1,8479,5222,0.19113096520095665,0.525845374225236,14,False
yelp,SASRec,46,SIT,2,0,0,,,0,True
yelp,SASRec,46,Steck-b,0,28293,11966,0.11190434128541568,0.7787169128048547,14,False
yelp,SASRec,46,Steck-b,1,8479,5222,0.18952808142345437,0.552531350261396,14,False
yelp,SASRec,46,Steck-b,2,0,0,,,0,True
